QuestChainID,QuestID,Checkpoint,BlockSaveGame,IsStationRoomCheckpoint,OnActivate,OnComplete,WaitEventBeforePanel,ActorCenterEventId,FailDistance,Task0,Task0Text,Task0POI,Task1,Task1Text,Task1POI,Task2,Task2Text,Task2POI,Task3,Task3Text,Task3POI,Task4,Task4Text,Task4POI,FailEvent,Timer (seconds),OnEndTimerEvent,RollbackLocationId,DescriptionOverride
SY01Q36,SY01Q36_A,NO_CHECKPOINT,FALSE,FALSE,"LD_02-SY01Q36_A
LD_02-SY01Q36_A2
CS_CUT_SY01Q36_A","CS_CUT_ENDGAME
ULD_02-SY01Q36_A",,,,EV_RP_Zone_QuestTriggerSY01Q36A,Escape the Galaxy of Neterun,[SYS_1 TS_SUB-Marianan TS_Zone_QuestTriggerSY01Q36A],,,,,,,,,,,,,,,,,NONE
,,,FALSE,FALSE,,,,,,,//,,,//,,,//,,,//,,,//,,,,,,//
,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,//
,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,//
,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,//
QMIN00,QMIN00_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,"EV_SE_COL-Aluminium(20, SS-Caemeterium)",Deliver aluminium to Prometheus Station,,,//,,,//,,,//,,,//,,,,,,NONE
QMIN01,QMIN01_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,"EV_SE_COL-Aluminium(40, SS-MugaiBabe)",Deliver aluminium to Mugai Station,,,//,,,//,,,//,,,//,,,,,,NONE
QMIN02,QMIN02_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,"EV_SE_COL-Gold(30, SS-MugaiBabe)",Deliver gold to Mugai Station,,,//,,,//,,,//,,,//,,,,,,NONE
QMIN03,QMIN03_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,"EV_SE_COL-Gold(50, SS-MugaiBabe)",Deliver zync to Mugai Station,,,//,,,//,,,//,,,//,,,,,,NONE
QMIN04,QMIN04_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,"EV_SE_COL-Crystal(20, SS-Crystal)",Deliver crystal to Crystal Station,,,//,,,//,,,//,,,//,,,,,,NONE
QMIN05,QMIN05_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,"EV_SE_COL-Crystal(20, SS-Marianan)",Deliver crystal to Marianan Station,,,//,,,//,,,//,,,//,,,,,,NONE
QMIN06,QMIN06_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,"EV_SE_COL-Recondigen(5, SS-Galilean)",Deliver crystal to Kaledo Station,,,//,,,//,,,//,,,//,,,,,,NONE
QMIN07,QMIN07_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,"EV_SE_COL-Recondigen(10, SS-Galilean)",Deliver recondigen to Kaledo Station,,,//,,,//,,,//,,,//,,,,,,NONE
QMIN08,QMIN08_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,"EV_SE_COL-Radium(20, SS-Crystal)",Deliver radium to Crystal Station,,,//,,,//,,,//,,,//,,,,,,NONE
QMIN09,QMIN09_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,"EV_SE_COL-IC_Raw(10, SS-Marianan)",Deliver ionic coal to Marianan Station,,,//,,,//,,,//,,,//,,,,,,NONE
QMIN10,QMIN10_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,"EV_SE_COL-IC_Raw(20, SS-Marianan)",Deliver radium to Marianan Station,,,//,,,//,,,//,,,//,,,,,,NONE
QMIN11,QMIN11_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,"EV_SE_COL-IC_Raw(30, SS-Marianan)",Deliver radium to Marianan Station,,,//,,,//,,,//,,,//,,,,,,NONE
QMIN12,QMIN12_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,"EV_SE_COL-Gold(10, SS-GoldLastStand)",Deliver gold to Gold Last Stand,,,//,,,//,,,//,,,//,,,,,,NONE
QMIN13,QMIN13_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,"EV_SE_COL-Aluminium(10, SS-IronLastStand)",Deliver aluminium to Iron Last Stand,,,//,,,//,,,//,,,//,,,,,,NONE
,,,,,,,,,,,,,,//,,,//,,,//,,,,,,,,,//
,,,,,,,,,,,//,,,//,,,//,,,//,,,//,,,,,,//
,,CHECKPOINT_SAFE,FALSE,FALSE,"LD_01-SY02Q00_A0
CS_CUT_SY02Q00_A0",ULD_01-SY02Q00_A0,,,,EV_CC_CUT_SY02Q00_A0,[H] Wait for cutscene,,,//,,,//,,,//,,,,,,,,,//
SY02Q00,SY02Q00_A,NO_CHECKPOINT,FALSE,FALSE,"LD_01-HARU
LD_01-ERAST",,,,,"EV_RP_EN-Haru, EV_RP_EN-Erast",[C],"[SYS_2 TS_SUB-InsectKiss TS_EN-Haru]
[SYS_2 TS_SUB-InsectKiss TS_EN-Erast]",,//,,,//,,,//,,,//,,,,,,NONE
SY02Q01,SY02Q01_A,CHECKPOINT_SAFE,FALSE,FALSE,"ULD_01-ERAST
IAL_UP_200
GAL_DOWN_200",,DC_TST_SY02Q01_A,,,EV_CQ_SS-Smaug,[C],[SYS_2 TS_SUB-InsectKiss TS_Zone_SY2-OutpostGold-Smaug],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q01,SY02Q01_B,NO_CHECKPOINT,FALSE,FALSE,,"LD_01-SY02Q01_B
CS_CUT_SY02Q01_B",DC_TST_SY02Q01_B,,,EV_IC_INT-GoldConsole-SY02Q01(2),[C],[SYS_2 TS_SUB-InsectKiss TS_INT-GoldConsole-SY02Q01],,//,,,//,,,//,,,,,,,,,NONE
SY02Q01,SY02Q01_C,CHECKPOINT_SAFE,FALSE,FALSE,,,,,,EV_DE_EN-Vassal,[C],[SYS_2 TS_SUB-InsectKiss TS_EN-Vassal],,//,,,//,,,//,,,,,,,,,NONE
SY02Q01,SY02Q01_D,NO_CHECKPOINT,FALSE,FALSE,LD_01-HARU,ULD_01-SY02Q01_B,DC_TST_SY02Q01_D,,,EV_RP_EN-Haru,[C],[SYS_2 TS_SUB-InsectKiss TS_EN-Haru],,//,,,//,,,//,,,,,,,,,NONE
SY02Q02,SY02Q02_A,NO_CHECKPOINT,FALSE,FALSE,LD_01-SY02Q02_A,,,,,EV_EGE_ENEG-SY02Q02_A,[C],[SYS_2 TS_SUB-InsectKiss TS_ENEG-SY02Q02_A],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q02,SY02Q02_B,CHECKPOINT_SAFE,FALSE,FALSE,LD_01-SY02Q02_B,"ULD_01-SY02Q02_B
CI_INT-NuclearBomb",,,,EV_IC_INT-NuclearBomb,[C],"[SYS_2 TS_SUB-InsectKiss TS_Wave_SY02Q02_B]
[SYS_2 TS_SUB-InsectKiss TS_INT-NuclearBomb]",,//,,,//,,,//,,,,,,,,,NONE
SY02Q02,SY02Q02_C,CHECKPOINT_SAFE,FALSE,FALSE,,"CIR_INT-NuclearBomb
ULD_01-SY02Q02_A",,,,EV_IC_INT-IronGru,[C],[SYS_2 TS_SUB-InsectKiss TS_INT-IronGru],,//,,,//,,,//,,,,,,,,,NONE
SY02Q02,SY02Q02_D,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_RP_SUB-IronSector,[C],[SYS_2 TS_SUB-IronSector],,//,,,//,,,//,,,,,,,,,NONE
SY02Q02,SY02Q02_E,CHECKPOINT_SAFE,FALSE,FALSE,LD_02-SY02Q02_E,ULD_02-SY02Q02_E,,,,EV_WO_Wave_SY02Q02_E,[C],[SYS_2 TS_SUB-IronSector TS_Wave_SY02Q02_E],,//,,,//,,,//,,,,,,,,,NONE
SY02Q02,SY02Q02_F,CHECKPOINT_SAFE,FALSE,FALSE,LD_02-SY02Q02_F,ULD_02-SY02Q02_F,,,,EV_WO_Wave_SY02Q02_F,[C],[SYS_2 TS_SUB-IronSector TS_Wave_SY02Q02_F],,//,,,//,,,//,,,,,,,,,NONE
SY02Q02,SY02Q02_G,NO_CHECKPOINT,FALSE,FALSE,LD_03-SY02Q02_G,,,,,EV_WO_Wave_SY02Q02_G,[C],[SYS_2 TS_SUB-IronProtectorate TS_Wave_SY02Q02_G],,//,,,//,,,//,,,,,,,,,NONE
SY02Q02,SY02Q02_H,NO_CHECKPOINT,FALSE,FALSE,"LD_03-SY02Q02_H
CS_CUT_SY02Q02_H","ULD_03-SY02Q02_H
ULD_01-HARU
ULD_03-SY02Q02_G
IAL_UP_400
GAL_DOWN_400",,,,EV_CC_CUT_SY02Q02_H,[H] wait for cutscene,,,//,,,//,,,//,,,,,,,,,//
SY02Q03,SY02Q03_A,CHECKPOINT_SAFE,FALSE,FALSE,"GAL_UP_200
IAL_DOWN_200
ULD_01-HARU
LD_01-SY02Q03_A",,DC_TST_SY02Q03_A,,,EV_CQ_SS-Morya,[C],[SYS_2 TS_SUB-InsectKiss TS_Zone_SY2-OutpostIron-Morya],,//,,,//,,,//,,,,,,,,,NONE
SY02Q03,SY02Q03_B,NO_CHECKPOINT,FALSE,FALSE,,"LD_01-SY02Q03_B
ULD_01-SY02Q03_A
CS_CUT_SY02Q03_B",DC_TST_SY02Q03_B,,,EV_IC_INT-InjectableGold,[C],[SYS_2 TS_SUB-InsectKiss TS_INT-InjectableGold],,//,,,//,,,//,,,,,,,,,NONE
SY02Q03,SY02Q03_C,CHECKPOINT_SAFE,FALSE,FALSE,,,,,,EV_DE_EN-Volcano,[C],[SYS_2 TS_SUB-InsectKiss TS_EN-Volcano],,//,,,//,,,//,,,,,,,,,NONE
SY02Q03,SY02Q03_D,NO_CHECKPOINT,FALSE,FALSE,LD_01-ERAST,"ULD_01-SY02Q03_B
CIR_INT-InjectableGold",DC_TST_SY02Q03_D,,,EV_RP_EN-Erast,[C],[SYS_2 TS_SUB-InsectKiss TS_EN-Erast],,//,,,//,,,//,,,,,,,,,NONE
SY02Q04,SY02Q04_A,CHECKPOINT_SAFE,FALSE,FALSE,LD_01-SY02Q04_A,,,,,EV_WO_Wave_SY02Q04_A,[C],[SYS_2 TS_SUB-InsectKiss TS_Wave_SY02Q04_A],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q04,SY02Q04_B,CHECKPOINT_SAFE,FALSE,FALSE,LD_01-SY02Q04_B,,,,,EV_IC_INT-IronBomb-SY02Q04(3),[C],[SYS_2 TS_SUB-InsectKiss TS_INT-IronBomb-SY02Q04],,//,,,//,,,//,,,,,,360.0,,,NONE
SY02Q04,SY02Q04_C,CHECKPOINT_SAFE,FALSE,FALSE,LD_01-ERAST,"ULD_01-SY02Q04_A
ULD_01-SY02Q04_B",,,,EV_RP_EN-Erast,[C],[SYS_2 TS_SUB-InsectKiss TS_EN-Erast],,//,,,//,,,//,,,,,,,,,NONE
SY02Q04,SY02Q04_D,CHECKPOINT_SAFE,FALSE,FALSE,LD_01-SY02Q04_D,ULD_01-SY02Q04_D,,,,EV_IC_INT-CompressedGold-SY02Q04,[C],[SYS_2 TS_SUB-InsectKiss TS_INT-CompressedGold-SY02Q04],,//,,,//,,,//,,,,,,,,,NONE
SY02Q04,SY02Q04_E,CHECKPOINT_SAFE,FALSE,FALSE,LD_01-SY02Q04_E,LD_01-SY02Q04_E,,,,EV_WO_Wave_SY02Q04_E,[C],[SYS_2 TS_SUB-InsectKiss TS_Wave_SY02Q04_E],,//,,,//,,,//,,,,,,,,,NONE
SY02Q04,SY02Q04_F,CHECKPOINT_SAFE,FALSE,FALSE,"ULD_01-ERAST
LD_06-SY02Q04_F",ULD_06-SY02Q04_F,,,,EV_WO_Wave_SY02Q04_F,[C],[SYS_2 TS_SUB-Maelstrom TS_Wave_SY02Q04_F],,//,,,//,,,//,,,,,,,,,NONE
SY02Q04,SY02Q04_G,NO_CHECKPOINT,FALSE,FALSE,LD_06-SY02Q04_G,,,,,EV_RP_MN-OblivionSphere,[C],[SYS_2 TS_SUB-Maelstrom TS_MN-OblivionSphere],,//,,,//,,,//,,,,,,,,,NONE
SY02Q04,SY02Q04_H,CHECKPOINT_SAFE,FALSE,FALSE,LD_06-SY02Q04_H,"ULD_06-SY02Q04_H
ULD_06-SY02Q04_G
GAL_UP_400
IAL_DOWN_400",,,,EV_WO_Wave_SY02Q04_H,[C],[SYS_2 TS_SUB-Maelstrom TS_Wave_SY02Q04_H],,//,,,//,,,//,,,,,,,,,NONE
SY02Q05,SY02Q05_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_RP_MN-OblivionSphere,[C],[SYS_2 TS_SUB-Maelstrom TS_MN-OblivionSphere],,//,,,//,,,//,,,,,,,,,NONE
SY02Q05,SY02Q05_B,NO_CHECKPOINT,FALSE,FALSE,"LD_06-SY02Q05_B
CS_CUT_SY02Q05_B",,,,,EV_CC_CUT_SY02Q05_B,[H] wait for cutscene,,,//,,,//,,,//,,,,,,,,,//
SY02Q05,SY02Q05_C,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_DE_KO-Turtle,[C],[SYS_2 TS_SUB-Maelstrom TS_KO-Turtle],,//,,,//,,,//,,,,,,,,,NONE
SY02Q05,SY02Q05_D,NO_CHECKPOINT,FALSE,FALSE,,"ULD_06-SY02Q05_B
IAL_UP_600
GAL_DOWN_600",,,,EV_IC_INT-MemoryFragment_Chrysomal00,[C],[SYS_2 TS_SUB-Maelstrom TS_INT-MemoryFragment_Chrysomal00],,//,,,//,,,//,,,,,,,,,NONE
SY02Q06,SY02Q06_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_IC_INT-SlotCompressedGold,[C],[SYS_2 TS_SUB-Maelstrom TS_INT-SlotCompressedGold],,//,,,//,,,//,,,,,,,,,NONE
SY02Q06,SY02Q06_B,CHECKPOINT_SAFE,FALSE,FALSE,"LD_06-SY02Q05_B
CS_CUT_SY02Q05_B",,,,,EV_CC_CUT_SY02Q05_B,[H] wait for cutscene,,,//,,,//,,,//,,,,,,,,,//
SY02Q06,SY02Q06_C,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_DE_KO-Turtle,[C],[SYS_2 TS_SUB-Maelstrom TS_KO-Turtle],,//,,,//,,,//,,,,,,,,,NONE
SY02Q06,SY02Q06_D,NO_CHECKPOINT,FALSE,FALSE,,"ULD_06-SY02Q05_B
GAL_UP_600
IAL_DOWN_600",,,,EV_IC_INT-MemoryFragment_Chrysomal00,[C],[SYS_2 TS_SUB-Maelstrom TS_INT-MemoryFragment_Chrysomal00],,//,,,//,,,//,,,,,,,,,NONE
SY02Q07,SY02Q07_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_RP_SUB-Maelstrom,[C],[SYS_2 TS_SUB-Maelstrom],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q07,SY02Q07_B,CHECKPOINT_SAFE,FALSE,FALSE,LD_06-SY02Q07_B,ULD_06-SY02Q07_B,,,,EV_WO_Wave_SY02Q07_B,[C],[SYS_2 TS_SUB-Maelstrom TS_Wave_SY02Q07_B],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q07,SY02Q07_C,CHECKPOINT_SAFE,FALSE,FALSE,LD_06-SY02Q07_C,ULD_06-SY02Q07_C,,,,CARGO_COL-GoldCode_A,[C],[SYS_2 TS_SUB-Maelstrom TS_Wave_SY02Q07_C TS_COL-GoldCode_A],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q07,SY02Q07_D,CHECKPOINT_SAFE,FALSE,FALSE,LD_06-SY02Q07_D,ULD_06-SY02Q07_D,,,,CARGO_COL-GoldCode_B,[C],[SYS_2 TS_SUB-Maelstromm TS_Wave_SY02Q07_D TS_COL-GoldCode_B],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q07,SY02Q07_E,CHECKPOINT_SAFE,FALSE,FALSE,LD_06-SY02Q07_E,ULD_06-SY02Q07_E,,,,CARGO_COL-GoldCode_C,[C],[SYS_2 TS_SUB-Maelstrom TS_Wave_SY02Q07_E TS_COL-GoldCode_C],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q07,SY02Q07_F,NO_CHECKPOINT,FALSE,FALSE,LD_06-SY02Q07_F,ULD_06-SY02Q07_F,,,,EV_RP_EN-AngryMiner-SY02Q07,[C],[SYS_2 TS_SUB-Maelstrom TS_EN-IronContact_SY02Q07_F],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q08,SY02Q08_A,CHECKPOINT_SAFE,FALSE,FALSE,,,,,,EV_RP_SUB-Maelstrom,[C],[SYS_2 TS_SUB-Maelstrom],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q08,SY02Q08_B,CHECKPOINT_SAFE,FALSE,FALSE,LD_06-SY02Q08_B,ULD_06-SY02Q08_B,,,,EV_WO_Wave_SY02Q08_B,[C],[SYS_2 TS_SUB-Maelstrom TS_Wave_SY02Q08_B],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q08,SY02Q08_C,CHECKPOINT_SAFE,FALSE,FALSE,LD_06-SY02Q08_C,ULD_06-SY02Q08_C,,,,EV_WO_Wave_SY02Q08_C,[C],[SYS_2 TS_SUB-Maelstrom TS_Wave_SY02Q08_C],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q08,SY02Q08_D,CHECKPOINT_SAFE,FALSE,FALSE,LD_06-SY02Q08_D,ULD_06-SY02Q08_D,,,,CARGO_COL-GoldenLoot_A,[C],[SYS_2 TS_SUB-Maelstrom TS_Wave_SY02Q08_D TS_EN-GM_SH03 TS_COL-GoldenLoot_A],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q08,SY02Q08_E,NO_CHECKPOINT,FALSE,FALSE,LD_06-SY02Q08_E,,,,,EV_RP_EN-HeraldMiner-SY02Q08,[C],[SYS_2 TS_SUB-Maelstrom TS_EN-HeraldMiner_SY02Q08_E],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q08,SY02Q08_F,NO_CHECKPOINT,FALSE,FALSE,LD_06-SY02Q08_F,"ULD_06-SY02Q08_F
ULD_06-SY02Q08_E",,,,EV_WO_Pickaxewave_SY02Q08_F,[C],[SYS_2 TS_SUB-Maelstrom TS_EN-BrotherPickaxe],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q09,SY02Q09_A,CHECKPOINT_SAFE,FALSE,FALSE,"
LD_01-SY02Q09_A",ULD_01-SY02Q09_A,,,,EV_WO_Wave_SY02Q09_A,[C],[SYS_2 TS_SUB-InsectKiss TS_Wave_SY02Q09_A],,//,,,//,,,//,,,,,,,,,NONE
SY02Q09,SY02Q09_B,CHECKPOINT_SAFE,FALSE,FALSE,LD_01-SY02Q09_B,ULD_01-SY02Q09_B,,,,EV_WO_Wave_SY02Q09_B,[C],[SYS_2 TS_SUB-InsectKiss TS_Wave_SY02Q09_B],,//,,,//,,,//,,,,,,,,,NONE
SY02Q09,SY02Q09_C,NO_CHECKPOINT,FALSE,FALSE,LD_04-SY02Q09_C,"ULD_04-SY02Q09_C
IAL_UP_25
GAL_DOWN_25",,,,EV_WO_Wave_SY02Q09_C,[C],[SYS_2 TS_SUB-GoldSector TS_Wave_SY02Q09_C],,//,,,//,,,//,,,,,,,,,NONE
SY02Q10,SY02Q10_A,NO_CHECKPOINT,FALSE,FALSE,,,,,,EV_RP_SUB-GoldSector,[C],[SYS_2 TS_SUB-GoldSector],,//,,,//,,,//,,,,,,,,,NONE
SY02Q10,SY02Q10_B,CHECKPOINT_SAFE,FALSE,FALSE,LD_04-SY02Q10_B,,,,,EV_WO_Wave_SY02Q10_B,[C],[SYS_2 TS_SUB-GoldSector TS_EN-AngryMiner-SY02Q10],,//,,,//,,,//,,,,,EV_DE_EN-AngryMiner-SY02Q10,,,,NONE
SY02Q10,SY02Q10_C,CHECKPOINT_SAFE,FALSE,FALSE,,ULD_04-SY02Q10_B,,,,EV_RP_Zone_SY2-OutpostGold-Klondike,[C],[SYS_2 TS_SUB-GoldSector TS_Zone_SY2-OutpostGold-Klondike],,//,,,//,,,//,,,,,,,,,NONE
SY02Q10,SY02Q10_D,NO_CHECKPOINT,FALSE,FALSE,,"IAL_UP_25
GAL_DOWN_25",,,,EV_IC_INT-GoldConsole-SY02Q10(4),[C],[SYS_2 TS_SUB-GoldSector TS_INT-GoldConsole-SY02Q10],,//,,,//,,,//,,,,,,,,,NONE
SY02Q11,SY02Q11_A,CHECKPOINT_SAFE,FALSE,FALSE,,,,,,EV_RP_Zone_SY2-OutpostGold-Mandir,[C],[SYS_2 TS_SUB-GoldSector TS_Zone_SY2-OutpostGold-Mandir],,//,,,//,,,//,,,,,,,,,NONE
SY02Q11,SY02Q11_B,CHECKPOINT_SAFE,FALSE,FALSE,LD_04-SY02Q11_B,,,,,EV_DE_TM-GoldCargo_A(12),[C],[SYS_2 TS_SUB-GoldSector TS_TM-GoldCargo_A],,//,,,//,,,//,,,,,,,,,NONE
SY02Q11,SY02Q11_C,CHECKPOINT_SAFE,FALSE,FALSE,LD_04-SY02Q11_C,ULD_04-SY02Q11_C,,,,EV_WO_Wave_SY02Q11_C,[C],[SYS_2 TS_SUB-GoldSector TS_Wave_SY02Q11_C],,//,,,//,,,//,,,,,,,,,NONE
SY02Q11,SY02Q11_D,NO_CHECKPOINT,FALSE,FALSE,LD_04-SY02Q11_D,"ULD_04-SY02Q11_D
IAL_UP_25
GAL_DOWN_25",,,,EV_WO_Wave_SY02Q11_D,[C],[SYS_2 TS_SUB-GoldSector TS_Wave_SY02Q11_D],,//,,,//,,,//,,,,,,,,,NONE
SY02Q12,SY02Q12_A,CHECKPOINT_SAFE,FALSE,FALSE,LD_04-SY02Q12_A,ULD_04-SY02Q12_A,,,,EV_WO_Wave_SY02Q12_A,[C],[SYS_2 TS_SUB-GoldSector TS_Wave_SY02Q12_A],,//,,,//,,,//,,,,,,,,,NONE
SY02Q12,SY02Q12_B,CHECKPOINT_SAFE,FALSE,FALSE,LD_04-SY02Q12_B,ULD_04-SY02Q12_B,,,,EV_WO_Wave_SY02Q12_B,[C],[SYS_2 TS_SUB-GoldSector TS_Wave_SY02Q12_B],,//,,,//,,,//,,,,,,,,,NONE
SY02Q12,SY02Q12_C,CHECKPOINT_SAFE,FALSE,FALSE,LD_05-SY02Q12_C,"ULD_05-SY02Q12_C
LD_05-SY02Q12_D
CS_CUT_SY02Q12_C",,,,EV_WO_Wave_SY02Q12_C,[C],[SYS_2 TS_SUB-GoldFeud TS_Wave_SY02Q12_C],,//,,,//,,,//,,,,,,,,,NONE
SY02Q12,SY02Q12_D,NO_CHECKPOINT,FALSE,FALSE,,ULD_05-SY02Q12_D,,,,EV_DE_KO_Turtle,[C],[SYS_2 TS_SUB-GoldFeud TS_KO-Turtle],,//,,,//,,,//,,,,,,,,,NONE
SY02Q13,SY02Q13_A,CHECKPOINT_SAFE,FALSE,FALSE,LD_01-SY02Q13_A,ULD_01-SY02Q13_A,,,,CARGO_COL-IronLoot00(2),[C],[SYS_2 TS_SUB-InsectKiss TS_Wave_SY02Q13_A TS_COL-IronLoot00],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q13,SY02Q13_B,CHECKPOINT_SAFE,FALSE,FALSE,LD_02-SY02Q13_B,ULD_02-SY02Q13_B,,,,EV_WO_Wave_SY02Q13_B,[C],[SYS_2 TS_SUB-IronSector TS_Wave_SY02Q13_B],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q13,SY02Q13_C,CHECKPOINT_SAFE,FALSE,FALSE,LD_02-SY02Q13_C,ULD_02-SY02Q13_C,,,,EV_WO_Wave_SY02Q13_C,[C],[SYS_2 TS_SUB-IronSector TS_Wave_SY02Q13_C],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q13,SY02Q13_D,NO_CHECKPOINT,FALSE,FALSE,,"GAL_UP_25
IAL_DOWN_25",,,,EV_RE_SS-Heusos,[C],[SYS_2 TS_SUB-InsectKiss TS_Zone_SY2-OutpostGold-Heusos],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q14,SY02Q14_A,CHECKPOINT_SAFE,FALSE,FALSE,LD_02-SY02Q14_A,ULD_02-SY02Q14_A,,,,EV_WO_Wave_SY02Q14_A,[C],[SYS_2 TS_SUB-IronSector TS_Wave_SY02Q14_A],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q14,SY02Q14_B,CHECKPOINT_SAFE,FALSE,FALSE,,,,,,EV_RP_Zone_SY2-OutpostIron-Kong,[C],[SYS_2 TS_SUB-IronSector TS_Zone_SY2-OutpostIron-Kong],,//,,,//,,,//,,,,,,,,,NONE
SY02Q14,SY02Q14_C,NO_CHECKPOINT,FALSE,FALSE,,"GAL_UP_25
IAL_DOWN_25",,,,EV_DE_Quest-IronAntenna(4),[C],[SYS_2 TS_SUB-IronSector TS_Quest-IronAntenna],,//,,,//,,,//,,,,,,,,,NONE
SY02Q15,SY02Q15_A,CHECKPOINT_SAFE,FALSE,FALSE,,,,,,EV_RP_SS-IronMeteor,[C],[SYS_2 TS_SUB-IronSector TS_SS-IronMeteor],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q15,SY02Q15_B,CHECKPOINT_SAFE,FALSE,FALSE,LD_02-SY02Q15_B,,,,,EV_DE_TM-IronCargo_A(12),[C],[SYS_2 TS_SUB-IronSector TS_TM-IronCargo_A],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q15,SY02Q15_C,CHECKPOINT_SAFE,FALSE,FALSE,LD_02-SY02Q15_C,ULD_02-SY02Q15_C,,,,EV_WO_Wave_SY02Q15_C,[C],[SYS_2 TS_SUB-IronSector TS_Wave_SY02Q15_C],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q15,SY02Q15_D,NO_CHECKPOINT,FALSE,FALSE,LD_02-SY02Q15_D,"ULD_02-SY02Q15_D
GAL_UP_25
IAL_DOWN_25",,,,EV_WO_Wave_SY02Q15_D,[C],[SYS_2 TS_SUB-IronSector TS_Wave_SY02Q15_D],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q16,SY02Q16_A,NO_CHECKPOINT,FALSE,FALSE,LD_02-SY02Q16_A,ULD_02-SY02Q16_A,,,,EV_WO_Wave_SY02Q16_A,[C],[SYS_2 TS_SUB-IronSector TS_Wave_SY02Q16_A],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q16,SY02Q16_B,CHECKPOINT_SAFE,FALSE,FALSE,LD_02-SY02Q16_B,ULD_02-SY02Q16_B,,,,EV_WO_Wave_SY02Q16_B,[C],[SYS_2 TS_SUB-IronSector TS_Wave_SY02Q16_B],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q16,SY02Q16_C,CHECKPOINT_SAFE,FALSE,FALSE,LD_03-SY02Q16_C,ULD_03-SY02Q16_C,,,,EV_DE_EN-Isotope(3),[C],[SYS_2 TS_SUB-IronProtectorate TS_EN-Isotope],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q16,SY02Q16_D,NO_CHECKPOINT,FALSE,FALSE,"LD_03-SY02Q16_D
CS_CUT_SY02Q16_D",ULD_03-SY02Q16_D,,,,EV_CC_CUT_SY02Q16_D,[H] wait for cutscene,,,//,,,//,,,//,,,,,,,,,//
SY02Q17,SY02Q17_A,,FALSE,FALSE,,,,,,EV_EG_GA-Nomoirum,[C],[SYS_2 TS_SUB-InsectKiss TS_GA-Nomoirum],,//,,,//,,,//,,,//,,,,,,NONE
SY02Q18,SY02Q18_A,,FALSE,FALSE,,,,,,EV_EG_GA-Nomoirum,[C],[SYS_2 TS_SUB-InsectKiss TS_GA-Nomoirum],,//,,,//,,,//,,,//,,,,,,NONE
,,,FALSE,FALSE,,,,,,,//,,,//,,,//,,,//,,,//,,,,,,//
,,,FALSE,FALSE,,,,,,,//,,,//,,,//,,,//,,,,,,,,,//
